Country Code,Country,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
1,3,3249,33,77.2874809,28.3939512,49,500,4,0,0,0,2,0.0,4,3,0.0
1,3,3949,33,77.2875524,28.3940171,38,500,4,0,0,0,2,0.0,4,3,0.0
1,3,4291,33,77.2922781,28.3982684,41,400,4,0,0,0,1,0.0,4,3,0.0
1,3,762,33,77.2969459,28.4292178,4,1000,4,0,0,0,3,3.0,2,0,2.772588722239781
1,3,673,33,77.3144487,28.383665,13,500,4,0,0,0,2,3.2,2,0,2.995732273553991
1,3,2427,33,77.3145373,28.3836738,24,300,4,0,0,0,1,0.0,4,3,0.0
1,3,2703,33,77.3291609,28.3754863,41,450,4,0,0,0,1,2.8,2,0,3.044522437723423
1,3,3504,33,77.3270132,28.3692291,4,150,4,0,0,0,1,3.0,2,0,2.4849066497880004
1,3,3844,33,77.329628,28.3702087,40,450,4,0,1,0,1,3.1,2,0,2.0794415416798357
1,3,1659,33,77.3270132,28.3692291,31,400,4,0,0,0,1,0.0,4,3,0.0
1,3,2856,33,77.3295018,28.3730138,50,500,4,0,0,0,2,0.0,4,3,0.0
1,3,1054,33,77.3185858,28.371835,16,300,4,0,0,0,1,3.0,2,0,3.1354942159291497
1,3,1882,33,77.3184832,28.3719511,41,450,4,0,0,0,1,2.6,2,0,3.295836866004329
1,3,3561,33,77.32157,28.3692881,49,700,4,0,1,0,2,2.9,2,0,2.833213344056216
1,3,1591,33,77.31429167,28.38339444,4,200,4,0,0,0,1,2.9,2,0,2.0794415416798357
1,3,1078,33,77.3144456,28.3811924,41,550,4,0,0,0,2,0.0,4,3,0.0
1,3,2675,33,77.32425,28.38471389,23,100,4,0,0,0,1,0.0,4,3,0.0
1,3,131,33,77.3229299,28.395009,41,600,4,0,1,0,2,3.2,2,0,3.4657359027997265
1,3,678,33,77.3236112,28.3952671,13,450,4,0,0,0,1,3.3,2,0,4.219507705176107
1,3,925,33,77.3217184,28.3950296,54,600,4,0,0,0,2,2.7,2,0,3.58351893845611
1,3,1140,33,77.3241683,28.3950992,43,500,4,0,1,0,2,3.4,2,0,3.1354942159291497
1,3,1591,33,77.3235114,28.3951274,4,200,4,0,0,0,1,3.3,2,0,2.8903717578961645
1,3,1928,33,77.3217312,28.3946937,24,500,4,0,0,0,2,3.3,2,0,3.58351893845611
1,3,2703,33,77.3224363,28.3951869,17,400,4,0,0,0,1,2.7,2,0,3.4965075614664802
1,3,4490,33,77.3234608,28.3950913,27,300,4,0,0,0,1,3.4,2,0,3.58351893845611
1,3,622,33,77.3234235,28.3952798,7,400,4,0,1,0,1,3.6,5,2,4.143134726391533
1,3,652,33,77.3220773,28.3949736,12,300,4,0,1,0,1,3.5,5,2,3.2188758248682006
1,3,764,33,77.317231,28.393261,4,400,4,0,0,0,1,3.5,5,2,3.295836866004329
1,3,860,33,77.3240517,28.3953389,40,400,4,0,0,0,1,3.6,5,2,4.543294782270004
1,3,1658,33,77.3216428,28.3951385,31,400,4,0,0,0,1,3.6,5,2,4.2626798770413155
1,3,1709,33,77.3244107,28.3951932,58,350,4,0,0,0,1,3.5,5,2,3.4657359027997265
1,3,1825,33,77.32343964,28.39483205,23,250,4,0,0,0,1,3.6,5,2,3.258096538021482
1,3,2220,33,77.3218081,28.3947688,8,400,4,0,0,0,1,3.6,5,2,3.332204510175204
1,3,2477,33,77.3244107,28.395283,50,750,4,0,1,0,2,3.8,5,2,3.332204510175204
1,3,3100,33,77.29659833,28.43002333,7,400,4,0,0,0,1,3.5,5,2,3.6888794541139363
1,3,3100,33,77.3231543,28.3952545,7,400,4,0,0,0,1,3.6,5,2,4.844187086458591
1,3,3975,33,77.3219427,28.3948264,2,500,4,0,0,0,2,3.5,5,2,4.969813299576001
1,3,314,33,77.3203273,28.4104693,40,400,4,0,0,0,1,2.9,2,0,3.784189633918261
1,3,454,33,77.3201927,28.4107707,30,300,4,0,1,0,1,2.9,2,0,1.6094379124341003
1,3,978,33,77.3192063,28.4106963,17,400,4,0,0,0,1,2.5,2,0,3.258096538021482
1,3,1795,33,77.3185323,28.4106593,40,400,4,0,0,0,1,3.1,2,0,3.295836866004329
1,3,1934,33,77.3190765,28.4108198,42,500,4,0,0,0,2,3.0,2,0,1.6094379124341003
1,3,2159,33,77.318667,28.4106772,40,250,4,0,0,0,1,3.4,2,0,3.1354942159291497
1,3,286,33,77.3190262,28.4105451,40,400,4,0,0,0,1,0.0,4,3,0.0
1,3,862,33,77.3187017,28.4106649,18,300,4,0,0,0,1,0.0,4,3,0.0
1,3,1020,33,77.3200132,28.4118307,16,300,4,0,0,0,1,0.0,4,3,0.0
1,3,1529,33,77.3202824,28.4120355,16,300,4,0,0,0,1,0.0,4,3,0.0
1,3,1752,33,77.3203273,28.4104693,40,250,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,2487,33,77.3196991,28.4104999,16,250,4,0,0,0,1,0.0,4,3,0.0
1,3,4379,33,77.3185772,28.4107084,41,400,4,0,0,0,1,0.0,4,3,0.0
1,3,4530,33,77.3189708,28.4120254,23,500,4,0,0,0,2,0.0,4,3,0.0
1,3,1386,33,77.3266023,28.4101024,18,400,4,0,0,0,1,2.8,2,0,3.044522437723423
1,3,1910,33,77.329167,28.4101795,50,700,4,0,0,0,2,2.7,2,0,3.6888794541139363
1,3,2703,33,77.3288978,28.4106029,41,600,4,0,1,0,2,2.7,2,0,4.04305126783455
1,3,3060,33,77.3275764,28.4103725,50,500,4,0,0,0,2,2.7,2,0,3.784189633918261
1,3,3397,33,77.326744,28.4099515,16,300,4,0,0,0,1,2.8,2,0,2.302585092994046
1,3,3706,33,77.3278324,28.4101647,40,400,4,0,0,0,1,2.7,2,0,3.044522437723423
1,3,3857,33,77.3279106,28.4103306,36,100,4,0,0,0,1,3.2,2,0,3.7376696182833684
1,3,4179,33,77.3279106,28.4105998,13,500,4,0,0,0,2,3.4,2,0,2.9444389791664403
1,3,4453,33,77.32609671,28.4101156,18,700,4,0,1,0,2,3.3,2,0,4.343805421853684
1,3,3073,33,77.3138205,28.417529,41,200,4,0,0,0,1,3.0,2,0,1.9459101490553132
1,3,3561,33,77.3144487,28.4175882,49,700,4,0,1,0,2,3.3,2,0,5.393627546352362
1,3,1814,33,77.2969594,28.4304159,37,200,4,0,0,0,1,2.8,2,0,2.4849066497880004
1,3,2309,33,77.2967664,28.4317132,63,100,4,0,0,0,1,3.1,2,0,2.5649493574615367
1,3,218,33,77.2963379,28.4298355,40,200,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,1496,33,77.291919,28.4221037,48,300,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,1734,33,77.2964494,28.4296999,3,500,4,0,0,0,2,0.0,4,3,0.6931471805599453
1,3,3231,33,77.2965369,28.4298396,40,300,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,4218,33,77.3002223,28.4263417,13,300,4,0,0,0,1,0.0,4,3,0.0
1,3,3698,33,77.315069,28.4353341,26,200,4,0,0,0,1,2.9,2,0,1.791759469228055
1,3,2370,33,77.3211256,28.4334516,23,100,4,0,0,0,1,3.1,2,0,2.302585092994046
1,3,4074,33,77.3212535,28.4334249,13,600,4,0,0,0,2,0.0,4,3,1.3862943611198906
1,3,1709,33,77.317127,28.4465451,58,350,4,0,0,0,1,3.1,2,0,2.302585092994046
1,3,3849,33,77.315795,28.4452616,16,350,4,0,0,0,1,2.9,2,0,1.6094379124341003
1,3,125,33,77.31723889,28.44589444,40,500,4,0,0,0,2,0.0,4,3,0.6931471805599453
1,3,2603,33,77.3170515,28.4466361,5,200,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,2959,33,77.3159508,28.4549967,41,300,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,3744,33,77.3107195,28.471413,62,800,4,0,0,0,2,2.7,2,0,3.4011973816621555
1,3,2253,33,77.3108138,28.471302,50,400,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,2784,33,77.3060306,28.4749127,38,500,4,0,0,0,2,0.0,4,3,0.0
1,3,4185,33,77.3105616,28.4711559,24,100,4,0,0,0,1,0.0,4,3,0.0
1,3,1274,33,77.30693936,28.48429689,50,500,4,0,0,0,2,3.0,2,0,1.9459101490553132
1,3,2192,33,77.3116575,28.480381,5,150,4,0,0,0,1,3.1,2,0,2.995732273553991
1,3,2195,33,77.3104099,28.4805482,5,100,4,0,0,0,1,3.1,2,0,2.70805020110221
1,3,2400,33,77.30677778,28.48426667,49,600,4,0,0,0,2,2.8,2,0,2.4849066497880004
1,3,3411,33,77.3107689,28.4805821,57,400,4,0,0,0,1,3.1,2,0,2.9444389791664403
1,3,4104,33,77.3113972,28.4805517,41,300,4,0,0,0,1,2.9,2,0,2.70805020110221
1,3,4389,33,77.3115506,28.4804188,40,500,4,0,0,0,2,2.7,2,0,3.8918202981106265
1,3,4493,33,77.3109543,28.4807634,17,350,4,0,0,0,1,3.6,5,2,3.970291913552122
1,3,119,33,77.3066403,28.48420819,37,100,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,552,33,77.311746,28.4805778,9,200,4,0,0,0,1,0.0,4,3,0.0
1,3,727,33,77.3114869,28.4808293,41,300,4,0,0,0,1,0.0,4,3,0.0
1,3,2512,33,77.3113363,28.4806939,17,300,4,0,0,0,1,0.0,4,3,0.0
1,3,2513,33,77.3104099,28.4806379,16,350,4,0,0,0,1,0.0,4,3,0.0
1,3,3536,33,77.3103201,28.4808985,7,200,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,3758,33,77.3092797,28.4773757,37,100,4,0,0,0,1,0.0,4,3,0.0
1,3,4124,33,77.3060567,28.474531,49,400,4,0,0,0,1,0.0,4,3,0.0
1,3,4500,33,77.3056065,28.4807304,41,500,4,0,0,0,2,0.0,4,3,0.0
1,3,1125,33,77.28759091,28.46626355,50,500,4,0,0,0,2,3.0,2,0,1.6094379124341003
1,3,1434,33,77.28919957,28.46191014,40,550,4,0,0,0,2,0.0,4,3,1.3862943611198906
1,3,936,33,77.30027778,28.46118611,57,300,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,1349,33,77.3001795,28.4609554,55,700,4,0,0,0,2,2.9,2,0,2.3978952727983707
1,3,1709,33,77.2886873,28.460556,58,350,4,0,0,0,1,3.1,2,0,1.791759469228055
1,3,3233,33,77.2978395,28.4622059,49,500,4,0,0,0,2,2.9,2,0,1.6094379124341003
1,3,852,33,77.2988233,28.4621065,23,100,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,1823,33,77.29056667,28.46681111,52,350,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,2308,33,77.2845595,28.4601453,40,100,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,3458,33,77.2999207,28.4614258,4,200,4,0,0,0,1,0.0,4,3,0.0
1,3,4467,33,77.29738433,28.46210674,18,600,4,0,0,0,2,0.0,4,3,0.0
1,3,1927,33,77.2983871,28.4376977,26,700,4,0,0,0,2,3.2,2,0,3.871201010907891
1,3,3561,33,77.2983353,28.4375489,49,700,4,0,1,0,2,2.5,2,0,4.382026634673881
1,3,3277,33,77.2984265,28.4370903,4,200,4,0,0,0,1,3.5,5,2,3.4011973816621555
1,3,3944,33,77.2990075,28.4375707,59,250,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,2189,33,77.3241415,28.3632142,4,200,4,0,0,0,1,3.0,2,0,2.302585092994046
1,3,3360,33,77.3259973,28.3638989,41,250,4,0,0,0,1,3.0,2,0,2.0794415416798357
1,3,3707,33,77.3282696,28.3691677,36,100,4,0,0,0,1,2.9,2,0,1.791759469228055
1,3,3728,33,77.3264093,28.3633036,37,150,4,0,0,0,1,3.1,2,0,2.772588722239781
1,3,3951,33,77.3260374,28.3633487,40,450,4,0,0,0,1,2.9,2,0,2.833213344056216
1,3,4302,33,77.3285388,28.3686544,41,500,4,0,0,0,2,3.0,2,0,1.6094379124341003
1,3,3150,33,77.3262953,28.3630576,55,400,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,276,33,77.3396661,28.4087438,43,450,4,0,1,0,1,3.0,2,0,2.3978952727983707
1,3,783,33,77.33637929,28.40775168,42,600,4,0,0,0,2,2.9,2,0,2.302585092994046
1,3,846,33,77.3364513,28.4086778,41,650,4,0,0,0,2,3.2,2,0,3.2188758248682006
1,3,1088,33,77.3397558,28.4085728,54,550,4,0,1,0,2,3.4,2,0,2.995732273553991
1,3,1755,33,77.34231301,28.41226833,41,500,4,0,0,0,2,2.9,2,0,2.1972245773362196
1,3,4100,33,77.336292,28.4102194,41,500,4,0,1,0,2,3.2,2,0,3.6888794541139363
1,3,4054,33,77.3372048,28.4098256,7,300,4,0,0,0,1,3.1,2,0,2.3978952727983707
1,3,4286,33,77.33666,28.4080574,50,500,4,0,0,0,2,3.3,2,0,2.8903717578961645
1,3,4537,33,77.3409826,28.4080719,44,500,4,0,1,0,2,3.4,2,0,3.6375861597263857
1,3,2664,33,77.3423218,28.4067402,38,600,4,0,1,0,2,3.5,5,2,3.5263605246161616
1,3,4297,33,77.3315619,28.3765371,7,200,4,0,0,0,1,3.1,2,0,2.302585092994046
1,3,1712,33,77.3328117,28.3764571,16,300,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,2699,33,77.3299747,28.3763294,40,450,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,4492,33,77.3167822,28.3865773,23,150,4,0,0,0,1,0.0,4,3,0.0
1,3,459,33,77.29385857,28.49820594,44,550,4,0,0,0,2,3.0,2,0,2.70805020110221
1,3,1164,33,77.2937593,28.4982147,41,500,4,0,0,0,2,2.8,2,0,2.6390573296152584
1,3,2005,33,77.2903929,28.5000937,24,400,4,0,0,0,1,2.8,2,0,1.791759469228055
1,3,3427,33,77.2869976,28.4727738,45,550,4,0,0,0,2,3.0,2,0,2.1972245773362196
1,3,3573,33,77.2896526,28.49916279,40,300,4,0,0,0,1,3.1,2,0,2.0794415416798357
1,3,3917,33,77.2930411,28.4992231,41,600,4,0,0,0,2,3.1,2,0,2.9444389791664403
1,3,536,33,77.2940734,28.4938048,37,100,4,0,0,0,1,0.0,4,3,0.0
1,3,1179,33,77.2918806,28.4990357,32,500,4,0,0,0,2,0.0,4,3,0.0
1,3,1466,33,77.2846781,28.4609284,23,300,4,0,0,0,1,0.0,4,3,0.0
1,3,3263,33,77.2997286,28.462227,49,500,4,0,0,0,2,0.0,4,3,1.3862943611198906
1,3,3673,33,77.29654722,28.49710833,37,100,4,0,0,0,1,0.0,4,3,0.0
1,3,402,33,77.283011,28.489796,5,700,4,0,0,0,2,3.0,2,0,2.3978952727983707
1,3,863,36,77.37444167,28.63601389,40,150,4,0,0,0,1,2.8,2,0,2.70805020110221
1,3,4151,36,77.37419167,28.63602222,4,150,4,0,0,0,1,3.0,2,0,1.9459101490553132
1,3,1541,36,77.369326,28.635083,40,300,4,0,1,0,1,3.6,5,2,5.087596335232384
1,3,2665,36,77.31548297,28.63823809,40,350,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,4177,36,77.31069862,28.6411332,30,250,4,0,0,0,1,0.0,4,3,0.0
1,3,449,36,77.37024722,28.63404167,13,650,4,0,1,0,2,3.4,2,0,3.5263605246161616
1,3,454,36,77.3704,28.63392778,30,300,4,0,1,0,1,3.3,2,0,3.332204510175204
1,3,648,36,77.36986466,28.63388299,12,500,4,0,1,0,2,3.4,2,0,5.793013608384144
1,3,678,36,77.37020833,28.63404722,13,450,4,0,0,0,1,3.2,2,0,4.1588830833596715
1,3,1018,36,77.36986466,28.63388299,16,600,4,0,0,0,2,2.9,2,0,2.833213344056216
1,3,1119,36,77.370576,28.634123,13,600,4,0,0,0,2,3.3,2,0,4.110873864173311
1,3,1349,36,77.36981537,28.63407809,55,700,4,0,0,0,2,3.2,2,0,2.8903717578961645
1,3,1360,36,77.36972786,28.63378764,59,500,4,0,0,0,2,3.0,2,0,1.9459101490553132
1,3,2199,36,77.36959241,28.63383826,49,600,4,0,0,0,2,2.7,2,0,2.70805020110221
1,3,2416,36,77.36971814,28.63421758,16,700,4,0,1,0,2,2.6,2,0,5.204006687076795
1,3,2592,36,77.37036925,28.63401924,25,500,4,0,1,0,2,3.3,2,0,5.017279836814924
1,3,2789,36,77.36987706,28.63431586,23,100,4,0,0,0,1,3.1,2,0,2.0794415416798357
1,3,1376,36,77.37019444,28.634175,11,600,4,0,1,0,2,3.6,5,2,5.53338948872752
1,3,2529,36,77.3252184,28.6698582,48,400,4,0,0,0,1,3.3,2,0,4.74493212836325
1,3,4251,36,77.3231543,28.6644658,62,550,4,0,1,0,2,3.2,2,0,4.394449154672439
1,3,760,38,77.0420091,28.5114162,4,250,4,0,0,0,1,3.0,2,0,1.6094379124341003
1,3,2330,38,77.0419641,28.5114567,30,200,4,0,0,0,1,3.0,2,0,1.791759469228055
1,3,4715,38,77.0420091,28.5115059,16,200,4,0,0,0,1,3.0,2,0,2.3978952727983707
1,3,2789,38,77.0418253,28.5114067,23,100,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,4267,38,77.0757671,28.4418793,57,350,4,0,0,0,1,2.9,2,0,1.6094379124341003
1,3,123,38,77.0898569,28.4308575,27,300,4,0,0,0,1,0.0,4,3,0.0
1,3,229,38,77.0780576,28.432548,41,300,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,964,38,77.078405,28.440599,52,500,4,0,0,0,2,0.0,4,3,0.6931471805599453
1,3,1119,38,77.0735119,28.4319102,13,600,4,0,0,0,2,0.0,4,3,1.0986122886681098
1,3,2384,38,77.081492,28.4406523,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,2823,38,77.0762723,28.4353217,41,350,4,0,0,0,1,0.0,4,3,0.0
1,3,2949,38,77.0728605,28.4371161,41,250,4,0,0,0,1,0.0,4,3,0.0
1,3,3581,38,77.0754948,28.4394519,41,500,4,0,0,0,2,0.0,4,3,0.6931471805599453
1,3,3858,38,77.0837565,28.430634,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,4197,38,77.0756612,28.4419493,23,350,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,560,38,77.0857204,28.4807592,7,500,4,0,1,0,2,3.9,5,2,6.030685260261263
1,3,469,38,77.1006623,28.4434069,9,600,4,0,1,0,2,3.4,2,0,3.6109179126442243
1,3,1349,38,77.1010066,28.4428671,55,700,4,0,0,0,2,3.4,2,0,4.653960350157523
1,3,1658,38,77.1009167,28.4430378,31,400,4,0,1,0,1,3.4,2,0,4.2626798770413155
1,3,3975,38,77.1009167,28.4430378,2,500,4,0,1,0,2,2.5,2,0,5.017279836814924
1,3,1447,38,77.1005772,28.443403,48,600,4,0,1,0,2,3.6,5,2,3.5263605246161616
1,3,805,38,77.1007871,28.4431891,15,400,4,0,1,0,1,4.3,1,5,3.8918202981106265
1,3,2002,38,77.0928243,28.4937229,50,700,4,0,1,0,2,2.8,2,0,5.2574953720277815
1,3,912,38,77.0888677,28.4953148,31,400,4,0,1,0,1,3.6,5,2,6.1224928095143865
1,3,1376,38,77.0887329,28.4951674,11,600,4,0,1,0,2,3.8,5,2,6.553933404025811
1,3,3960,38,77.0891982,28.4956457,13,700,4,0,0,0,2,3.9,5,2,6.329720905522696
1,3,4666,38,77.0875189,28.4949162,12,400,4,0,1,0,1,3.9,5,2,5.6937321388027
1,3,805,38,77.0921049,28.4897992,15,400,4,0,1,0,1,3.8,5,2,5.976350909297934
1,3,2928,38,77.0875639,28.4942482,16,1500,4,0,0,0,3,3.8,5,2,5.811140992976701
1,3,1349,38,77.0890476,28.4945253,55,700,4,0,0,0,2,2.4,3,4,4.836281906951478
1,3,2325,38,77.0817637,28.4672902,43,700,4,0,1,0,2,3.3,2,0,4.867534450455582
1,3,3975,38,77.0814039,28.4676142,2,500,4,0,0,0,2,2.5,2,0,4.836281906951478
1,3,652,38,77.0823032,28.4672524,12,300,4,0,1,0,1,3.8,5,2,4.31748811353631
1,3,803,38,77.0821234,28.4670558,63,350,4,0,1,0,1,3.7,5,2,5.384495062789089
1,3,1331,38,77.0818119,28.4674661,16,650,4,0,1,0,2,3.9,5,2,4.919980925828125
1,3,2333,38,77.0824381,28.4671309,6,400,4,0,1,0,1,3.8,5,2,5.2832037287379885
1,3,2392,38,77.081314,28.4670676,39,800,4,0,1,0,2,3.5,5,2,5.159055299214529
1,3,3980,38,77.0812241,28.4671487,7,800,4,0,0,0,2,2.4,3,4,4.48863636973214
1,3,449,38,77.09313545,28.47582155,13,650,4,0,1,0,2,3.2,2,0,2.9444389791664403
1,3,678,38,77.09359512,28.47548941,13,450,4,0,0,0,1,2.6,2,0,3.332204510175204
1,3,1349,38,77.09308315,28.47577587,55,700,4,0,0,0,2,2.8,2,0,3.4339872044851463
1,3,2006,38,77.09323503,28.47573225,32,1500,4,0,0,0,3,3.0,2,0,3.912023005428146
1,3,2592,38,77.09302582,28.47586163,25,500,4,0,0,0,2,2.6,2,0,3.4339872044851463
1,3,3063,38,77.09312875,28.47574493,40,500,4,0,0,0,2,3.3,2,0,3.332204510175204
1,3,3153,38,77.09333964,28.47626303,34,800,4,0,1,0,2,2.8,2,0,3.4011973816621555
1,3,3789,38,77.09336612,28.47581065,6,300,4,0,0,0,1,3.3,2,0,2.6390573296152584
1,3,3975,38,77.09308684,28.47568922,2,500,4,0,0,0,2,3.1,2,0,3.8501476017100584
1,3,4629,38,77.09311534,28.4756627,10,600,4,0,1,0,2,2.5,2,0,4.248495242049359
1,3,4647,38,77.09319044,28.47567184,19,800,4,0,1,0,2,3.5,5,2,4.727387818712341
1,3,454,38,77.0930171,28.4757632,30,300,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,1384,38,77.0935886,28.4726847,43,800,4,0,1,0,2,3.2,2,0,5.220355825078324
1,3,1591,38,77.0997478,28.4660588,4,200,4,0,0,0,1,2.9,2,0,1.6094379124341003
1,3,2091,38,77.0923747,28.4733301,49,600,4,0,0,0,2,2.9,2,0,1.791759469228055
1,3,2539,38,77.0992983,28.4661053,38,550,4,0,0,0,2,3.2,2,0,2.3978952727983707
1,3,2576,38,77.0984902,28.471636,49,650,4,0,0,0,2,3.2,2,0,2.772588722239781
1,3,2904,38,77.0993882,28.4693415,18,650,4,0,0,0,2,3.1,2,0,2.5649493574615367
1,3,3537,38,77.0948286,28.48187686,10,200,4,0,0,0,1,2.9,2,0,1.6094379124341003
1,3,3975,38,77.0997478,28.4657898,2,500,4,0,1,0,2,2.8,2,0,4.007333185232471
1,3,4366,38,77.0983092,28.4679828,4,500,4,0,0,0,2,3.1,2,0,2.3978952727983707
1,3,486,38,77.0922847,28.4733215,5,200,4,0,1,0,1,3.8,5,2,5.7899601708972535
1,3,781,38,77.0997478,28.4660588,1,1000,4,0,1,0,3,3.8,5,2,6.104793232414985
1,3,1397,38,77.10031841,28.47773187,23,250,4,0,1,0,1,0.0,4,3,0.6931471805599453
1,3,1846,38,77.09313076,28.47580623,15,400,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,3862,38,77.1,28.47,16,400,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,4715,38,77.0988037,28.4661923,26,200,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,1118,38,77.08986362,28.48211622,42,600,4,0,0,0,2,0.0,4,3,0.0
1,3,3050,38,77.0826144,28.4840963,63,200,4,0,0,0,1,0.0,4,3,0.0
1,3,3182,38,77.0843715,28.490311,18,200,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,3655,38,77.0860801,28.4823177,38,300,4,0,0,0,1,0.0,4,3,0.0
1,3,47,38,77.0942076,28.4899921,43,350,4,0,1,0,1,2.5,2,0,2.833213344056216
1,3,227,38,77.1034343,28.486136,59,400,4,0,0,0,1,3.2,2,0,2.6390573296152584
1,3,288,38,77.0936335,28.4912907,41,400,4,0,1,0,1,3.0,2,0,5.081404364984463
1,3,551,38,77.0957016,28.4948958,38,700,4,0,1,0,2,3.2,2,0,2.8903717578961645
1,3,678,38,77.09327124,28.49457813,13,450,4,0,0,0,1,3.1,2,0,2.302585092994046
1,3,678,38,77.09158514,28.49034965,13,450,4,0,0,0,1,3.2,2,0,3.295836866004329
